alumno_id,horas_estudio_sem,asistencia_pct,participacion_clase,num_tareas_entregadas,promedio_examenes_parciales,acceso_internet,nivel_socioeconomico,horas_trabajo_sem,num_reprobadas_previas,modalidad,tutor_asignado,nota_final,resultado
20592,,31.3,Baja,5,57.32,Si,Medio,31,4,presencial,0,40.83,Reprobado
20593,26.0,69.2,alta,15,86.88,0,Bajo,31,0,híbrido,0,85.32,Bueno
20594,47.0,87.9,Media,10,36.12,si,Alto,33,7,Presencial,1,72.96,Suficiente
20595,35.0,52.8,0,17,91.57,0,MEDIO,10,7,presencial,0,86.36,Bueno
20596,39.0,81.1,Baja,11,78.28,si,Bajo,35,4,híbrido,0,96.22,Excelente
20597,10.0,96.4,Alta,10,48.81,Si,Alto,25,0,híbrido,0,65.67,Suficiente
20598,47.0,39.0,Alta,17,84.08,,Medio,29,1,en línea,0,87.51,Bueno
20599,11.0,44.1,Media,1,78.8,,MEDIO,23,7,EN LÍNEA,0,76.55,Bueno
20600,,56.6,2,16,95.66,0,,40,0,híbrido,0,100.0,Excelente
20601,16.0,35.0,1,5,,0,Alto,19,6,en línea,1,47.92,Reprobado
20602,48.0,39.7,media,7,51.47,No,MEDIO,1,2,en línea,1,79.03,Bueno
20603,43.0,69.6,Alta,18,44.68,si,bajo,30,2,en línea,0,71.91,Suficiente
20604,12.0,74.3,1,3,88.78,No,bajo,34,6,EN LÍNEA,0,75.07,Bueno
20605,18.0,41.8,media,12,,0,MEDIO,31,3,EN LÍNEA,1,80.17,Bueno
20606,12.0,31.3,1,13,35.62,si,bajo,29,5,Presencial,0,32.35,Reprobado
20607,,60.5,Media,9,99.88,0,Medio,8,4,EN LÍNEA,0,99.33,Excelente
20608,39.0,42.7,0,11,48.57,Si,,22,3,EN LÍNEA,1,73.33,Suficiente
20609,4.0,68.8,ALTA,16,87.55,Si,bajo,4,5,híbrido,1,75.68,Bueno
20610,32.0,35.2,alta,15,74.98,NO,Bajo,35,0,EN LÍNEA,1,87.25,Bueno
20611,34.0,82.8,0,2,91.84,0,MEDIO,25,2,presencial,1,100.0,Excelente
20612,21.0,65.5,2,10,,NO,bajo,14,5,EN LÍNEA,0,67.05,Suficiente
20613,16.0,91.8,Media,13,85.8,si,Bajo,34,1,híbrido,0,74.69,Suficiente
20614,37.0,99.3,alta,16,70.4,1,bajo,33,6,Presencial,1,91.17,Excelente
20615,16.0,84.2,2,13,,Si,Alto,14,4,Presencial,1,67.59,Suficiente
20616,30.0,90.3,1,0,78.57,Si,Alto,6,7,EN LÍNEA,0,87.3,Bueno
20617,28.0,47.7,0,4,33.37,Si,,43,0,EN LÍNEA,0,59.03,Reprobado
20618,32.0,31.6,Media,19,57.59,NO,Bajo,37,4,Presencial,1,66.16,Suficiente
20619,0.0,75.0,0,13,38.58,No,bajo,35,5,en línea,1,35.7,Reprobado
20620,14.0,73.0,Baja,6,81.95,0,,19,6,híbrido,0,67.71,Suficiente
20621,,48.9,2,8,69.97,No,,19,5,EN LÍNEA,1,86.25,Bueno
20622,22.0,66.7,media,16,84.1,No,,2,3,presencial,1,63.03,Suficiente
20623,,54.1,0,18,61.76,1,Bajo,10,6,Presencial,0,92.06,Excelente
20624,49.0,69.5,ALTA,7,96.0,1,Alto,10,1,híbrido,1,100.0,Excelente
20625,23.0,85.7,2,0,60.12,No,bajo,31,2,híbrido,0,74.27,Suficiente
20626,,56.3,Baja,16,66.01,1,Alto,28,6,en línea,0,71.04,Suficiente
20627,38.0,52.2,0,17,60.79,0,Bajo,24,6,Presencial,0,60.96,Suficiente
20628,12.0,68.0,Media,18,66.89,NO,,4,7,híbrido,0,51.53,Reprobado
20629,44.0,69.4,Alta,6,68.32,0,Medio,34,2,híbrido,0,97.3,Excelente
20630,20.0,96.5,2,13,35.07,,,25,1,híbrido,0,52.99,Reprobado
20631,28.0,34.3,Alta,8,79.84,Si,Bajo,20,0,presencial,0,85.8,Bueno
20632,44.0,90.1,Baja,8,69.4,No,Alto,0,2,presencial,0,100.0,Excelente
20633,25.0,94.0,Alta,9,96.09,0,bajo,40,3,Presencial,1,93.39,Excelente
20634,41.0,57.4,ALTA,2,,0,bajo,16,0,híbrido,0,68.87,Suficiente
20635,31.0,47.6,alta,14,34.11,1,bajo,40,3,en línea,0,56.54,Reprobado
20636,32.0,98.9,2,8,92.3,si,,2,2,híbrido,0,96.93,Excelente
20637,44.0,37.1,media,12,80.67,Si,Medio,26,1,Presencial,1,89.43,Bueno
20638,28.0,62.8,Media,15,53.96,Si,Bajo,25,7,híbrido,0,58.61,Reprobado
20639,28.0,42.1,Media,11,34.28,NO,,39,0,Presencial,1,57.32,Reprobado
20640,41.0,68.6,2,12,59.27,Si,Medio,15,6,en línea,0,80.76,Bueno
20641,33.0,67.5,0,13,82.26,,,28,6,presencial,0,77.35,Bueno
20642,20.0,46.7,0,8,95.06,1,Bajo,20,7,en línea,0,79.8,Bueno
20643,13.0,31.6,alta,17,73.06,NO,bajo,3,6,en línea,1,63.78,Suficiente
20644,,94.7,Alta,7,,0,Medio,20,4,en línea,0,87.8,Bueno
20645,18.0,84.8,alta,0,57.73,Si,MEDIO,37,5,EN LÍNEA,0,61.07,Suficiente
20646,7.0,69.9,Alta,14,63.27,si,MEDIO,40,3,presencial,1,53.44,Reprobado
20647,43.0,39.1,Media,0,72.08,NO,Alto,28,1,en línea,0,87.63,Bueno
20648,49.0,44.5,ALTA,14,76.57,0,Alto,34,5,híbrido,1,96.8,Excelente
20649,16.0,53.3,Alta,18,74.67,si,Medio,14,2,EN LÍNEA,1,68.71,Suficiente
20650,11.0,56.3,Media,5,94.17,,,42,5,en línea,0,85.05,Bueno
20651,40.0,67.0,alta,7,,si,Medio,3,7,presencial,0,68.97,Suficiente
20652,2.0,53.9,2,6,84.62,0,Medio,24,2,presencial,0,63.75,Suficiente
20653,11.0,82.9,Alta,13,35.87,NO,MEDIO,42,1,EN LÍNEA,1,47.21,Reprobado
20654,38.0,81.6,alta,8,36.7,si,MEDIO,19,3,EN LÍNEA,0,62.75,Suficiente
20655,9.0,37.9,2,16,,,Medio,14,4,híbrido,0,42.76,Reprobado
20656,13.0,83.7,Media,18,32.25,1,bajo,23,7,EN LÍNEA,0,43.58,Reprobado
20657,,38.3,ALTA,19,,No,Alto,12,2,Presencial,0,82.37,Bueno
20658,10.0,53.7,2,6,98.6,Si,Medio,9,0,híbrido,0,88.81,Bueno
20659,1.0,54.6,0,17,48.46,0,bajo,41,6,Presencial,1,40.38,Reprobado
20660,3.0,84.0,Media,7,87.01,1,Bajo,10,2,híbrido,1,79.7,Bueno
20661,24.0,63.9,2,3,62.03,1,MEDIO,27,4,EN LÍNEA,0,72.81,Suficiente
20662,47.0,58.2,1,14,75.98,1,MEDIO,14,5,Presencial,1,96.48,Excelente
20663,25.0,72.7,0,7,,No,Alto,19,1,híbrido,1,91.63,Excelente
20664,28.0,96.3,Alta,19,47.42,Si,Bajo,43,5,EN LÍNEA,0,81.17,Bueno
20665,20.0,95.4,1,4,73.05,1,bajo,33,4,presencial,0,72.91,Suficiente
20666,36.0,36.4,Alta,9,,0,,12,7,híbrido,1,94.07,Excelente
20667,28.0,51.1,1,12,41.9,No,MEDIO,47,6,Presencial,1,72.05,Suficiente
20668,41.0,40.6,2,1,50.44,si,bajo,38,7,Presencial,0,67.15,Suficiente
20669,48.0,98.1,alta,5,63.79,No,Bajo,13,5,híbrido,0,96.05,Excelente
20670,38.0,50.0,alta,17,78.45,si,bajo,0,1,en línea,1,80.86,Bueno
20671,22.0,48.8,1,12,52.79,Si,MEDIO,11,7,presencial,0,57.35,Reprobado
20672,30.0,30.9,ALTA,13,51.7,si,Alto,21,3,presencial,0,55.09,Reprobado
20673,27.0,72.1,ALTA,3,84.95,,Alto,13,0,EN LÍNEA,0,81.43,Bueno
20674,8.0,48.8,ALTA,2,89.76,No,Bajo,30,5,Presencial,1,75.15,Bueno
20675,6.0,88.0,alta,16,54.45,1,,42,7,Presencial,1,53.5,Reprobado
20676,29.0,36.1,2,3,45.57,Si,Bajo,36,0,híbrido,0,53.24,Reprobado
20677,39.0,68.3,0,13,87.18,No,Medio,31,6,EN LÍNEA,0,100.0,Excelente
20678,,61.6,media,2,77.08,NO,,36,5,presencial,0,69.58,Suficiente
20679,23.0,41.8,1,5,58.56,si,Bajo,26,5,en línea,1,56.38,Reprobado
20680,20.0,63.3,0,15,94.19,Si,Medio,3,0,en línea,1,64.54,Suficiente
20681,17.0,62.4,Baja,16,95.0,,Medio,8,2,presencial,1,68.46,Suficiente
20682,39.0,59.7,Media,2,81.75,Si,Medio,6,0,en línea,0,78.07,Bueno
20683,9.0,44.3,2,0,95.5,si,Alto,19,1,híbrido,0,69.74,Suficiente
20684,2.0,50.3,Media,9,,1,bajo,12,0,Presencial,0,43.82,Reprobado
20685,43.0,71.8,1,16,87.4,1,bajo,16,0,EN LÍNEA,0,94.77,Excelente
20686,14.0,45.2,media,8,68.96,0,Medio,37,1,Presencial,1,66.56,Suficiente
20687,,45.0,media,5,40.07,si,Bajo,26,7,EN LÍNEA,0,67.87,Suficiente
20688,15.0,54.2,Alta,18,,si,Medio,21,0,EN LÍNEA,0,67.06,Suficiente
20689,,64.1,Alta,6,31.42,0,MEDIO,15,6,presencial,0,44.79,Reprobado
20690,33.0,67.2,1,4,84.61,,MEDIO,36,5,híbrido,1,88.59,Bueno
20691,0.0,37.7,0,12,72.83,1,Bajo,11,0,EN LÍNEA,0,57.04,Reprobado
20692,,59.5,media,11,34.93,0,MEDIO,46,6,en línea,1,50.09,Reprobado
20693,11.0,66.3,2,0,66.1,si,,14,4,EN LÍNEA,1,62.24,Suficiente
20694,38.0,67.9,ALTA,6,40.41,,MEDIO,34,7,híbrido,0,68.33,Suficiente
20695,9.0,47.4,Media,4,64.2,1,Bajo,3,1,híbrido,1,52.3,Reprobado
20696,43.0,79.7,2,0,98.31,0,Alto,18,4,EN LÍNEA,1,100.0,Excelente
20697,,62.4,media,0,60.72,,Bajo,7,7,EN LÍNEA,0,65.02,Suficiente
20698,11.0,66.3,Baja,19,42.83,No,Medio,8,6,EN LÍNEA,0,47.42,Reprobado
20699,23.0,63.0,2,11,,Si,Alto,29,6,híbrido,1,56.9,Reprobado
20700,29.0,74.0,ALTA,14,33.12,No,Bajo,25,4,híbrido,0,54.18,Reprobado
20701,5.0,37.0,media,5,39.44,NO,Alto,20,0,Presencial,1,50.01,Reprobado
20702,41.0,48.7,ALTA,17,35.73,Si,bajo,46,2,híbrido,0,60.33,Suficiente
20703,28.0,47.6,Baja,12,30.43,si,bajo,45,0,híbrido,0,62.77,Suficiente
20704,2.0,81.8,Media,8,53.25,No,Medio,3,7,EN LÍNEA,0,52.31,Reprobado
20705,41.0,55.7,1,8,,1,Bajo,22,7,híbrido,0,83.06,Bueno
20706,43.0,35.6,Baja,12,89.5,si,Bajo,34,1,Presencial,1,100.0,Excelente
20707,36.0,72.6,Media,7,37.66,Si,Bajo,5,4,presencial,0,50.35,Reprobado
20708,28.0,69.2,media,12,80.56,1,Bajo,15,1,EN LÍNEA,0,89.43,Bueno
20709,45.0,87.0,1,11,88.93,,Medio,12,7,presencial,0,100.0,Excelente
20710,5.0,37.6,2,19,41.94,Si,Medio,19,1,en línea,1,44.54,Reprobado
20711,31.0,38.0,0,0,37.32,NO,,5,4,en línea,1,58.34,Reprobado
20712,41.0,58.1,alta,1,40.67,No,,9,2,EN LÍNEA,0,61.09,Suficiente
20713,28.0,78.4,alta,17,31.54,,MEDIO,43,1,en línea,0,56.74,Reprobado
20714,3.0,70.7,ALTA,10,45.63,No,Medio,34,2,EN LÍNEA,0,46.49,Reprobado
20715,23.0,72.8,alta,7,60.99,No,bajo,44,3,EN LÍNEA,1,64.57,Suficiente
20716,28.0,45.6,media,5,30.1,0,Medio,16,2,EN LÍNEA,0,42.19,Reprobado
20717,13.0,65.1,Alta,16,81.07,No,bajo,3,1,Presencial,1,76.56,Bueno
20718,9.0,76.0,alta,5,30.48,NO,Alto,1,0,EN LÍNEA,0,58.75,Reprobado
20719,48.0,82.1,Media,16,79.46,si,bajo,29,0,presencial,0,100.0,Excelente
20720,10.0,91.8,Media,1,57.36,si,,15,7,híbrido,1,70.52,Suficiente
20721,34.0,70.2,Media,12,42.47,No,Medio,10,0,en línea,0,71.16,Suficiente
20722,2.0,64.7,2,15,84.34,Si,Alto,15,7,presencial,1,79.46,Bueno
20723,46.0,88.5,1,3,82.85,Si,MEDIO,34,0,EN LÍNEA,0,100.0,Excelente
20724,,80.3,0,7,50.55,NO,Bajo,34,5,presencial,1,90.11,Excelente
20725,11.0,63.1,Alta,3,63.24,0,Alto,27,4,híbrido,1,51.25,Reprobado
20726,14.0,48.3,ALTA,12,74.45,0,Bajo,46,2,EN LÍNEA,0,66.85,Suficiente
20727,34.0,33.9,Alta,5,64.74,NO,bajo,2,0,híbrido,0,63.21,Suficiente
20728,41.0,33.2,ALTA,5,61.08,Si,bajo,11,0,presencial,1,71.68,Suficiente
20729,25.0,51.5,Media,2,51.71,Si,bajo,39,0,EN LÍNEA,0,73.01,Suficiente
20730,26.0,89.5,alta,7,85.06,Si,Alto,34,6,EN LÍNEA,1,80.64,Bueno
20731,11.0,39.1,1,10,42.57,0,Bajo,18,6,en línea,0,40.52,Reprobado
20732,25.0,41.0,Media,18,75.44,si,bajo,23,4,en línea,0,84.93,Bueno
20733,18.0,55.7,Alta,13,59.7,1,Alto,33,4,Presencial,1,74.66,Suficiente
20734,30.0,85.7,Alta,14,89.2,NO,Medio,9,7,Presencial,0,87.68,Bueno
20735,8.0,83.9,1,15,,Si,MEDIO,22,5,Presencial,0,86.98,Bueno
20736,8.0,66.8,Baja,9,78.3,NO,MEDIO,27,4,en línea,0,80.83,Bueno
20737,19.0,90.3,alta,10,85.03,0,Medio,46,7,presencial,0,88.22,Bueno
20738,23.0,64.0,media,18,76.05,,Medio,29,7,presencial,1,89.58,Bueno
20739,0.0,30.2,Alta,1,33.93,,,42,6,híbrido,0,30.76,Reprobado
20740,12.0,42.4,0,11,70.51,0,Bajo,28,3,EN LÍNEA,0,58.25,Reprobado
20741,17.0,31.2,Media,2,55.23,0,Medio,17,0,en línea,0,64.86,Suficiente
20742,45.0,39.6,Baja,18,64.81,1,,25,3,presencial,0,74.66,Suficiente
20743,24.0,34.1,ALTA,12,33.09,NO,bajo,8,0,presencial,0,37.39,Reprobado
20744,7.0,36.0,1,10,89.18,0,Alto,9,3,presencial,0,54.42,Reprobado
20745,2.0,44.9,media,15,93.8,Si,Medio,2,7,presencial,1,69.77,Suficiente
20746,26.0,82.6,ALTA,8,89.67,NO,bajo,24,2,presencial,1,96.01,Excelente
20747,39.0,77.6,alta,18,71.0,No,Bajo,46,0,en línea,0,94.79,Excelente
20748,39.0,57.0,ALTA,13,87.75,0,Alto,12,6,en línea,0,83.41,Bueno
20749,18.0,46.6,ALTA,14,64.27,1,MEDIO,21,4,híbrido,0,70.12,Suficiente
20750,9.0,85.3,Alta,2,85.77,Si,Alto,46,6,Presencial,0,77.78,Bueno
20751,7.0,38.7,Alta,3,63.64,Si,Alto,13,4,presencial,0,50.09,Reprobado
20752,36.0,58.1,alta,8,,Si,bajo,45,5,Presencial,0,85.88,Bueno
20753,11.0,68.3,Baja,0,52.34,,Medio,3,5,híbrido,1,59.13,Reprobado
20754,37.0,50.7,alta,13,96.9,,bajo,46,6,híbrido,0,94.69,Excelente
20755,13.0,37.1,Baja,3,,NO,Alto,0,5,híbrido,0,33.16,Reprobado
20756,36.0,61.1,1,9,,Si,Alto,12,1,en línea,0,83.03,Bueno
20757,,67.5,Baja,5,66.93,1,,31,7,EN LÍNEA,0,93.05,Excelente
20758,8.0,54.0,2,2,74.05,0,Medio,23,2,presencial,0,59.0,Reprobado
20759,48.0,57.2,alta,17,,No,MEDIO,39,7,en línea,0,82.5,Bueno
20760,22.0,90.3,media,12,74.29,NO,Alto,31,7,EN LÍNEA,1,85.8,Bueno
20761,34.0,76.2,Media,6,95.8,0,Medio,21,3,presencial,1,100.0,Excelente
20762,28.0,93.6,Baja,6,49.77,NO,Alto,36,4,presencial,0,67.2,Suficiente
20763,27.0,91.5,0,5,80.74,NO,Medio,19,0,Presencial,0,86.41,Bueno
20764,10.0,85.0,ALTA,1,69.91,si,Bajo,11,7,híbrido,0,56.59,Reprobado
20765,14.0,94.4,media,12,72.78,0,bajo,18,4,híbrido,1,76.08,Bueno
20766,14.0,39.1,0,13,62.42,1,bajo,28,5,híbrido,1,54.73,Reprobado
20767,24.0,82.7,2,8,56.27,,MEDIO,13,2,Presencial,1,58.48,Reprobado
20768,1.0,32.5,Alta,8,57.69,,bajo,2,6,presencial,0,45.81,Reprobado
20769,14.0,85.4,0,2,57.19,si,Alto,14,5,híbrido,0,65.89,Suficiente
20770,,90.0,Alta,19,93.06,NO,bajo,46,6,Presencial,0,100.0,Excelente
20771,44.0,83.1,ALTA,0,96.63,1,Alto,4,6,híbrido,0,98.79,Excelente
20772,21.0,92.2,Alta,16,87.89,No,MEDIO,44,4,Presencial,0,91.09,Excelente
20773,33.0,59.0,1,4,40.76,,,18,0,híbrido,1,73.49,Suficiente
20774,6.0,83.0,media,7,50.29,0,,2,6,presencial,0,44.33,Reprobado
20775,34.0,54.8,Media,18,45.88,No,Medio,15,2,híbrido,0,70.13,Suficiente
20776,25.0,40.9,Baja,5,82.52,0,Medio,13,3,en línea,0,88.92,Bueno
20777,1.0,53.1,ALTA,12,30.63,1,Alto,13,6,híbrido,0,29.3,Reprobado
20778,0.0,45.0,0,6,66.21,0,Medio,22,2,híbrido,0,47.97,Reprobado
20779,41.0,67.5,1,13,76.41,No,Medio,5,2,Presencial,0,83.22,Bueno
20780,9.0,44.8,media,7,47.7,No,MEDIO,39,6,en línea,1,40.09,Reprobado
20781,16.0,97.1,Media,3,90.33,Si,Alto,10,5,presencial,1,86.31,Bueno
20782,2.0,69.0,2,12,,si,Alto,15,0,Presencial,1,34.59,Reprobado
20783,17.0,30.8,0,10,64.48,si,MEDIO,40,3,presencial,0,67.65,Suficiente
20784,29.0,90.4,0,0,,Si,Alto,41,6,Presencial,1,68.73,Suficiente
20785,40.0,78.6,2,14,63.19,NO,MEDIO,6,3,presencial,1,92.26,Excelente
20786,20.0,59.4,1,10,,NO,Alto,9,4,en línea,0,60.51,Suficiente
20787,18.0,45.8,2,13,55.08,Si,Alto,16,5,Presencial,1,56.62,Reprobado
20788,42.0,75.0,1,19,72.05,1,Medio,0,6,en línea,0,100.0,Excelente
20789,32.0,57.4,media,5,36.95,1,Bajo,26,7,Presencial,0,83.65,Bueno
20790,14.0,45.2,Baja,7,39.03,1,MEDIO,16,1,EN LÍNEA,0,44.22,Reprobado
20791,39.0,67.7,alta,7,35.82,1,MEDIO,34,2,Presencial,1,73.76,Suficiente
20792,43.0,42.3,ALTA,7,64.06,NO,Alto,11,3,presencial,0,88.31,Bueno
20793,40.0,35.6,1,15,97.95,Si,Medio,15,1,Presencial,0,99.99,Excelente
20794,1.0,71.3,media,12,39.16,No,bajo,20,7,en línea,0,29.53,Reprobado
20795,13.0,44.7,Media,11,71.0,Si,Bajo,31,2,Presencial,1,68.34,Suficiente
20796,35.0,44.9,Baja,8,52.51,NO,bajo,27,4,en línea,0,73.74,Suficiente
20797,21.0,80.7,1,19,80.52,Si,Medio,41,3,EN LÍNEA,1,75.46,Bueno
20798,30.0,95.8,Media,3,34.14,No,MEDIO,31,1,híbrido,0,71.46,Suficiente
20799,10.0,51.6,Baja,19,57.71,No,bajo,25,2,Presencial,0,60.55,Suficiente
20800,37.0,37.6,Media,12,49.44,0,Bajo,42,4,presencial,0,56.96,Reprobado
20801,24.0,58.3,Baja,16,45.95,0,Bajo,0,3,en línea,0,48.3,Reprobado
20802,2.0,49.8,Baja,2,74.96,0,MEDIO,13,6,Presencial,1,68.29,Suficiente
20803,28.0,53.0,1,10,73.06,NO,Bajo,17,1,EN LÍNEA,0,70.89,Suficiente
20804,13.0,94.2,alta,6,58.01,Si,Medio,0,6,híbrido,0,60.52,Suficiente
20805,43.0,63.3,1,11,65.8,si,Bajo,17,0,híbrido,0,87.8,Bueno
20806,33.0,47.0,alta,14,49.67,1,Medio,40,1,presencial,0,76.87,Bueno
20807,16.0,84.3,alta,17,61.81,Si,MEDIO,35,0,híbrido,1,80.84,Bueno
20808,49.0,76.1,Media,9,84.99,,Bajo,41,4,híbrido,1,100.0,Excelente
20809,27.0,69.9,Baja,6,50.5,1,MEDIO,47,1,híbrido,0,63.78,Suficiente
20810,14.0,47.8,media,17,49.91,1,,2,3,Presencial,0,44.59,Reprobado
20811,24.0,64.4,Media,9,74.73,Si,Alto,42,6,EN LÍNEA,1,82.01,Bueno
20812,45.0,96.7,1,11,87.59,1,Alto,42,0,presencial,0,99.11,Excelente
20813,,91.2,alta,12,87.47,0,bajo,16,6,Presencial,1,72.56,Suficiente
20814,,34.7,0,4,56.62,si,MEDIO,23,4,presencial,0,16.27,Reprobado
20815,44.0,47.6,Baja,7,,0,Medio,34,0,en línea,0,69.77,Suficiente
20816,38.0,70.3,0,2,43.21,0,MEDIO,47,3,híbrido,0,72.17,Suficiente
20817,12.0,35.5,media,14,42.05,1,Bajo,25,2,Presencial,0,42.98,Reprobado
20818,32.0,75.2,media,5,,0,Alto,43,5,EN LÍNEA,1,65.08,Suficiente
20819,16.0,77.2,0,4,97.24,1,bajo,5,7,en línea,0,71.03,Suficiente
20820,30.0,57.2,Baja,4,55.35,0,Medio,5,6,presencial,0,58.15,Reprobado
20821,18.0,39.2,1,17,70.64,si,bajo,46,0,híbrido,1,80.46,Bueno
20822,7.0,32.9,0,1,60.06,si,Alto,7,0,en línea,1,48.52,Reprobado
20823,16.0,52.4,media,17,93.88,0,Medio,26,3,Presencial,1,81.14,Bueno
20824,46.0,71.9,alta,14,81.92,No,Alto,47,7,híbrido,1,98.02,Excelente
20825,39.0,65.9,media,17,80.66,No,Bajo,23,4,presencial,0,89.54,Bueno
20826,22.0,69.7,0,2,62.28,0,Bajo,23,7,Presencial,1,75.09,Bueno
20827,1.0,61.2,Baja,7,82.26,No,,38,6,Presencial,1,65.44,Suficiente
20828,25.0,41.2,0,10,86.09,No,Medio,8,1,presencial,0,77.23,Bueno
20829,47.0,43.6,ALTA,1,98.8,0,bajo,34,5,presencial,0,95.68,Excelente
20830,5.0,92.8,1,16,39.72,No,Alto,15,2,Presencial,0,43.58,Reprobado
20831,48.0,78.9,media,2,77.31,1,Bajo,31,5,Presencial,1,100.0,Excelente
20832,20.0,80.1,0,4,43.69,1,MEDIO,43,3,híbrido,1,59.11,Reprobado
20833,11.0,61.5,0,3,74.33,1,Alto,18,2,Presencial,0,56.19,Reprobado
20834,6.0,36.4,Baja,4,47.01,,Medio,15,6,presencial,1,49.35,Reprobado
20835,37.0,74.2,1,1,35.3,No,Medio,4,2,híbrido,1,64.64,Suficiente
20836,26.0,82.8,0,13,83.42,0,MEDIO,23,6,en línea,0,89.25,Bueno
20837,,70.5,alta,2,57.34,NO,bajo,5,5,presencial,1,86.84,Bueno
20838,35.0,96.2,ALTA,12,47.22,Si,Bajo,15,3,Presencial,1,69.57,Suficiente
20839,,65.4,ALTA,3,84.76,1,Alto,4,2,híbrido,0,69.47,Suficiente
20840,43.0,60.9,ALTA,16,57.93,0,MEDIO,29,0,presencial,0,80.25,Bueno
20841,35.0,93.0,Media,4,45.47,1,,31,5,Presencial,0,92.07,Excelente
20842,3.0,34.3,1,1,74.01,0,Bajo,3,2,presencial,1,63.06,Suficiente
20843,45.0,49.6,1,2,45.69,si,bajo,44,5,Presencial,0,62.79,Suficiente
20844,,97.2,media,9,97.44,,MEDIO,17,2,EN LÍNEA,0,100.0,Excelente
20845,26.0,72.3,Baja,9,65.75,,Medio,9,4,Presencial,1,72.37,Suficiente
20846,40.0,38.9,2,14,91.85,Si,Medio,18,4,híbrido,0,84.18,Bueno
20847,38.0,37.1,Alta,17,35.0,Si,bajo,37,3,híbrido,1,71.71,Suficiente
20848,26.0,88.8,Baja,18,59.49,NO,Alto,12,4,en línea,1,75.58,Bueno
20849,21.0,64.7,Media,0,30.74,No,bajo,18,2,presencial,0,41.69,Reprobado
20850,17.0,63.9,Media,11,68.39,1,Alto,2,5,EN LÍNEA,1,77.12,Bueno
20851,12.0,98.7,Alta,6,54.07,No,Alto,17,5,híbrido,1,70.66,Suficiente
20852,36.0,42.0,media,10,83.06,No,,46,4,en línea,0,94.38,Excelente
20853,49.0,60.5,1,4,34.99,,,42,3,EN LÍNEA,1,68.61,Suficiente
20854,15.0,87.4,ALTA,12,61.61,Si,MEDIO,44,5,EN LÍNEA,0,65.85,Suficiente
20855,,94.4,media,5,49.33,si,Alto,45,1,presencial,0,69.19,Suficiente
20856,,53.0,2,17,55.8,No,Medio,45,6,híbrido,0,78.94,Bueno
20857,,90.5,2,2,78.05,si,Medio,33,7,Presencial,0,100.0,Excelente
20858,40.0,45.0,Media,0,47.65,1,Bajo,13,3,Presencial,1,73.81,Suficiente
20859,,32.0,media,10,86.86,NO,Medio,23,3,Presencial,1,80.24,Bueno
20860,9.0,36.8,2,0,,si,bajo,1,6,presencial,0,53.74,Reprobado
20861,2.0,53.4,0,13,73.18,1,MEDIO,42,3,en línea,1,53.14,Reprobado
20862,30.0,49.7,media,5,74.94,0,Alto,5,1,en línea,1,86.76,Bueno
20863,21.0,63.7,2,0,51.64,1,MEDIO,14,0,en línea,0,63.41,Suficiente
20864,29.0,82.8,Alta,14,60.76,1,,44,0,en línea,0,80.25,Bueno
20865,37.0,65.3,1,17,39.07,1,bajo,46,3,presencial,0,57.62,Reprobado
20866,14.0,76.7,media,7,59.21,,bajo,33,5,híbrido,0,51.19,Reprobado
20867,19.0,47.6,alta,18,76.56,1,Alto,6,0,EN LÍNEA,0,66.05,Suficiente
20868,12.0,55.3,2,8,61.77,si,Bajo,25,6,Presencial,0,46.36,Reprobado
20869,5.0,69.3,ALTA,4,65.67,No,Alto,35,5,presencial,0,62.17,Suficiente
20870,14.0,88.0,media,12,50.64,si,Alto,18,2,en línea,1,56.96,Reprobado
20871,11.0,85.4,Media,15,96.15,0,Alto,35,5,híbrido,0,88.88,Bueno
20872,17.0,48.6,1,0,46.58,1,Alto,16,1,presencial,1,46.54,Reprobado
20873,19.0,54.7,media,12,32.89,NO,Bajo,33,5,en línea,1,43.17,Reprobado
20874,8.0,85.7,Alta,11,82.0,si,Medio,6,4,EN LÍNEA,0,75.53,Bueno
20875,47.0,65.2,Alta,17,93.14,,Medio,33,4,híbrido,0,100.0,Excelente
20876,47.0,73.1,media,6,48.51,Si,Medio,34,5,Presencial,0,74.2,Suficiente
20877,25.0,76.5,Alta,2,61.6,si,bajo,2,4,Presencial,0,91.41,Excelente
20878,19.0,64.3,0,9,53.05,NO,MEDIO,6,7,Presencial,0,51.9,Reprobado
20879,30.0,78.3,0,11,88.84,0,Alto,34,0,híbrido,0,83.74,Bueno
20880,39.0,88.6,Baja,18,52.48,NO,,22,0,EN LÍNEA,1,82.6,Bueno
20881,27.0,62.7,ALTA,17,35.0,0,MEDIO,40,7,híbrido,0,53.63,Reprobado
20882,31.0,78.0,media,11,,si,MEDIO,26,4,híbrido,1,86.63,Bueno
20883,31.0,99.8,alta,10,94.25,1,Bajo,18,2,Presencial,1,100.0,Excelente
20884,2.0,64.6,2,9,89.09,,bajo,32,2,híbrido,0,60.36,Suficiente
20885,40.0,54.3,Media,11,69.62,si,Alto,4,2,en línea,0,88.43,Bueno
20886,43.0,69.1,ALTA,17,62.01,NO,MEDIO,35,3,presencial,1,81.63,Bueno
20887,47.0,49.6,1,18,41.0,0,,8,4,en línea,0,77.46,Bueno
20888,22.0,57.6,2,14,53.62,1,Bajo,3,2,en línea,0,71.28,Suficiente
